TCGA-06-0675-11A-32R-A36H-07	TCGA-06-0678-11A-32R-A36H-07	TCGA-06-AABW-11A-31R-A36H-07	TCGA-06-0680-11A-32R-A36H-07	TCGA-06-0681-11A-41R-A36H-07
RTN4RL2	1689	3660	349	1709	1321
RTN4R	4083	1510	873	4235	3970
RTN4	45323	50530	49118	48173	54262
RTP1	121	78	79	126	129
RTP4	60	36	83	24	44
RUFY4	5	3	4	1	4
RUNDC3A	19308	15198	5004	17391	18027
RUNDC3B	1647	1425	488	1669	1562
RUNX1T1	665	460	98	679	285
RUNX1	521	783	221	135	380
RUNX3	20	45	12	40	53
RUSC1	6111	3848	1757	6348	5633
RUSC2	10716	10064	8957	11346	9509
RUVBL1	940	996	1091	1012	1126
RXFP1	707	763	246	883	575
RXFP3	12	5	0	18	9
RXFP4	0	0	1	0	0
RYBP	2568	4513	6454	2601	3425
RYK	760	774	1356	796	853
RYR2	7664	6233	1231	8174	5743
RYR3	2619	2823	1693	2730	2651
S100A10	764	1443	850	789	699
S100A11	679	1105	776	350	675
S100A12	0	0	0	0	4
S100A16	1414	2181	1622	1444	1639
S100A1	5586	4603	5502	4542	4662
S100A2	5	3	26	4	4
S100A3	0	37	15	1	6
S100A4	71	86	25	90	120
S100A6	2824	3975	2377	2998	3135
S100A8	85	103	6	31	122
S100A9	140	273	17	42	157
S100Z	0	3	6	3	5
S1PR2	84	124	257	65	94
S1PR3	515	656	655	499	372
S1PR4	14	15	10	16	28
S1PR5	129	823	6064	160	780
SAA1	2	0	1	0	1
SAA2	0	0	2	0	1
SAA4	0	0	0	0	0
SAAL1	186	184	321	148	179
SAGE1	0	0	0	0	0
SALL2	2844	1979	2721	3369	2924
SALL3	280	177	168	328	169
SALL4	7	2	8	4	2
SAMD11	23	126	187	40	41
SAMD12	4496	2507	1937	4099	3516
SAMD13	26	31	133	32	40
SAMD3	34	6	14	29	40
SAMD7	0	0	0	0	0
SAMD9L	931	407	413	414	454
SAMD9	405	223	222	229	175
SAMSN1	260	263	237	167	334
SARDH	478	479	122	368	395
SASH3	378	279	407	241	297
SAT1	4250	4806	3010	3719	6175
SC65	472	479	488	429	417
SCAI	3557	2589	1284	3650	3150
SCAMP5	25251	23568	8460	25603	25072
SCAND3	246	202	88	220	154
SCARA3	2592	4347	1661	3859	2905
SCARA5	501	116	12	488	196
SCARF2	230	200	220	220	255
SCARNA16	0	0	2	0	0
SCG3	15968	15684	5702	13335	17725
SCG5	11164	11785	7265	11609	14895
SCGB1D2	2	1	1	0	2
SCGB3A1	0	0	3	0	3
SCIN	644	210	620	293	362
SCML2	55	51	123	61	51
SCN1B	3271	1707	1625	3896	3695
SCN2A	18069	13083	3054	18305	14456
SCN2B	8798	6384	3003	8737	8509
SCN3B	28884	20282	6058	27083	20890
SCN5A	91	870	23	77	62
SCN8A	5238	2864	661	5887	2990
SCNN1A	15	0	5	5	0
SCNN1B	0	0	2	1	0
SCRG1	2172	2177	3969	1980	4080
SCRN2	710	445	884	807	475
SCRT2	92	33	9	92	96
SCT	1	0	0	1	1
SCUBE2	271	114	173	302	163
SCUBE3	24	15	6	29	15
SDC1	272	107	32	258	127
SDC3	17106	26771	14872	18386	15628
SDCCAG3	421	446	959	517	542
SDR16C5	397	118	138	374	414
SDR9C7	0	0	0	0	0
SDSL	193	290	555	143	228
SEC11A	1215	1436	2620	1107	1376
SEC14L3	0	0	0	0	0
SEC14L5	2054	2156	11019	2027	3270
SEC16B	383	556	218	622	555
SEC61A1	4728	5963	6828	4650	5476
SEC61A2	3177	4059	3458	3380	3440
SEC61G	1003	1140	1355	996	1278
SELENBP1	2465	1311	1722	2160	1920
SELE	9	800	11	38	1158
SELL	81	110	461	66	164
SELM	2159	2184	1817	1880	2206
SELV	8	1	4	5	3
SEMA3B	1684	4717	26668	2155	3982
SEMA3C	901	1308	3080	1396	1249
SEMA4A	3777	4866	1601	3789	2616
SEMA4B	2471	1699	2127	1927	1790
SEMA4D	4134	8473	31657	4926	6076
SEMA4F	2498	2416	871	2596	2442
SEMA5A	2380	2656	2519	3367	2129
SEMA6B	10554	9575	3039	9169	9081
SEPN1	4299	3700	4101	4041	3289
SEPT12	0	0	24	0	3
SEPT14	0	0	0	0	0
SEPT2	9807	11175	25417	10188	11637
SEPT4	4978	14545	60609	6361	14568
SEPT6	2469	2519	1176	2741	2706
SEPX1	594	468	880	503	560
SERF2	5551	5769	9852	5431	7034
SERINC2	36	49	83	2	17
SERPINA10	7	1	0	6	3
SERPINA1	640	806	508	183	373
SERPINA5	21	58	73	2	9
SERPIND1	276	52	1	664	41
SERPINE1	541	2877	230	142	477
SERPINF1	3897	2603	934	3736	3355
SERPINF2	53	47	104	30	46
SERPING1	2778	1921	1498	1995	1853
SERPINH1	304	954	484	232	498
SERPINI1	13153	11991	9008	12440	14920
SERPINI2	8	9	9	8	6
SETD5	4382	4272	4365	4657	4467
SEZ6L2	16290	13616	7358	15628	15198
SF3A2	1479	1474	2718	1367	1380
SF3B14	970	1163	1906	963	1210
SFN	14	559	193	3	10
SFRP1	656	1732	9509	1058	1214
SFRP2	959	598	2264	1236	1265
SFRP4	106	102	144	108	86
SFRP5	24	18	4	20	21
SFT2D2	26	56	88	26	20
SFXN2	97	77	87	81	80
SGEF	1292	1234	854	1598	1117
SGIP1	4851	4210	1930	4955	3764
SGK2	44	362	2361	120	252
SGK494	644	430	217	672	604
SGOL1	0	1	11	0	1
SGOL2	102	151	117	123	74
SGPL1	1747	1919	3334	1807	1806
SGPP2	297	190	55	243	192
SGSM1	3178	4540	1492	4003	3238
SGTB	6749	4726	2261	6325	4802
SH2B2	78	156	64	73	155
SH2D1A	4	5	4	1	5
SH2D1B	32	119	16	27	34
SH2D3C	2160	2109	613	2351	2052
SH2D4A	83	19	49	27	27
SH2D5	4113	3394	572	4040	3068
SH2D7	3	3	2	5	3
SH3BGRL2	6496	4153	1951	6280	4740
SH3BP2	1816	1869	1344	1642	1490
SH3BP5	4417	5681	6878	4857	4513
SH3GL2	14456	12020	3544	16259	16231
SH3GL3	2733	3475	7905	2524	3503
SH3GLB2	8411	6824	8630	7417	7776
SH3PXD2A	6026	4884	6145	6444	5842
SH3RF2	128	272	33	198	111
SH3TC1	712	520	440	358	433
SH3TC2	300	1070	7022	459	1051
SHANK1	10858	10641	1277	10480	5238
SHANK2	5796	3801	902	5790	3636
SHANK3	10064	8467	3155	9711	7725
SHC1	1146	1880	1064	1218	1262
SHCBP1	61	31	40	62	69
SHD	325	213	158	493	273
SHISA3	8	21	35	5	15
SHISA9	3602	4081	780	3997	3243
SHMT2	1012	1077	1195	1085	1102
SHOX2	0	1	0	0	0
SIAH3	262	144	16	235	139
SIDT1	2134	1593	497	1984	1603
SIGLEC11	15	8	26	9	54
SIGLEC12	0	0	0	0	1
SIGLEC14	133	16	32	33	37
SIGLEC1	530	22	45	47	67
SIGLEC7	7	5	12	4	5
SIGLEC8	925	181	634	377	224
SIGLEC9	37	84	53	26	47
SIGLECP3	0	0	1	0	2
SILV	5	1	6	0	0
SIM2	176	107	203	163	180
SIRPB1	2489	1644	671	1997	1359
SIRPB2	96	26	112	37	24
SIRPD	0	0	0	0	0
SIRPG	0	5	0	1	0
SIT1	0	0	0	1	0
SIX1	25	13	8	10	6
SIX2	23	5	0	27	1
SIX3	0	1	0	0	0
SIX4	48	55	33	76	53
SIX5	145	115	196	143	102
SIX6	0	0	0	0	0
SKA1	5	6	11	5	3
SKA2	1527	1469	2030	1894	1623
SKA3	11	15	27	14	19
SKAP1	1	0	0	2	5
SKINTL	0	0	6	0	1
SLA2	2	1	6	2	4
SLAMF6	6	4	3	0	5
SLAMF7	2	6	4	1	4
SLAMF8	87	60	91	40	53
SLAMF9	0	1	0	0	0
SLC10A1	0	0	0	0	0
SLC10A6	2	3	8	1	1
SLC10A7	110	183	353	116	178
SLC11A1	431	312	210	72	287
SLC12A1	24	27	11	46	29
SLC12A2	2053	3931	17007	2497	4063
SLC12A3	0	0	2	0	0
SLC12A4	1342	1440	2572	1480	1100
SLC12A5	20444	13896	2450	18983	17142
SLC12A8	660	549	159	598	397
SLC13A3	743	677	3260	1051	646
SLC13A5	780	619	95	867	728
SLC14A2	3	3	1	1	1
SLC15A2	2746	1661	980	2757	2691
SLC15A3	589	386	500	375	531
SLC16A10	44	69	3	28	36
SLC16A13	23	36	26	16	19
SLC16A3	585	996	682	415	744
SLC16A4	150	97	123	128	151
SLC16A5	20	8	11	13	9
SLC16A8	82	54	239	53	98
SLC16A9	849	448	1113	886	732
SLC17A3	0	0	0	0	0
SLC17A6	2096	633	94	1791	2379
SLC17A7	79719	70705	15769	85491	62267
SLC18A1	7	0	0	1	11
SLC18A3	1	0	0	0	0
SLC1A2	313133	189915	34893	313133	313133
SLC1A5	334	295	285	146	200
SLC1A6	1665	555	289	1187	1609
SLC22A10	19	6	1	20	8
SLC22A11	0	0	1	1	0
SLC22A15	932	1291	3705	1117	913
SLC22A18AS	4	6	3	3	2
SLC22A18	174	115	146	131	100
SLC22A1	0	1	0	2	0
SLC22A20	2	1	6	1	0
SLC22A2	55	3	1	66	3
SLC22A8	211	21	3	428	5
SLC22A9	55	16	4	35	24
SLC24A2	844	978	2508	1120	631
SLC24A5	45	30	98	44	34
SLC25A14	1330	1086	683	1263	1477
SLC25A15	278	297	308	283	436
SLC25A1	1169	1238	2515	1063	1308
SLC25A21	3	7	4	8	8
SLC25A22	12181	12747	4035	11569	9789
SLC25A27	3843	2995	2041	3775	4501
SLC25A2	0	0	0	0	0
SLC25A43	172	217	189	154	190
SLC26A10	191	85	59	214	146
SLC26A4	368	196	87	493	361
SLC26A6	79	77	242	107	122
SLC26A7	4	4	18	8	6
SLC26A8	279	170	55	317	247
SLC26A9	24	56	839	18	65
SLC27A2	285	165	82	199	224
SLC27A6	2	11	971	11	20
SLC28A1	0	0	7	0	0
SLC28A3	0	0	0	0	0
SLC29A2	330	284	357	369	255
SLC2A10	305	264	284	300	247
SLC2A12	1213	774	929	1207	1308
SLC2A13	8112	6579	1380	8670	5728
SLC2A14	128	530	106	190	148
SLC2A2	0	0	0	0	0
SLC2A3	5952	17916	3074	8943	6377
SLC2A5	1692	750	897	684	708
SLC2A6	1941	1857	1040	1934	1580
SLC2A9	15	27	29	13	15
SLC30A3	5251	4715	565	4362	4347
SLC30A8	4	7	2	4	3
SLC31A2	767	1646	12601	846	1681
SLC32A1	3195	3395	862	3465	2899
SLC34A2	4	5	2	5	5
SLC35F2	201	346	245	302	263
SLC35F3	1059	1111	428	1019	964
SLC37A2	58	50	96	64	106
SLC38A4	7	4	1	6	5
SLC38A5	1019	778	1019	1231	900
SLC38A6	99	71	137	132	162
SLC38A8	23	17	2	19	58
SLC39A10	10008	7083	2538	10027	8541
SLC39A12	1894	1690	826	2505	1668
SLC39A14	2338	3785	1696	2112	1838
SLC39A1	1535	1763	3075	1306	1458
SLC39A2	1	2	2	1	1
SLC39A5	0	3	3	1	0
SLC3A1	129	138	76	114	137
SLC40A1	887	531	650	673	581
SLC43A1	54	37	54	86	72
SLC43A3	219	554	395	257	291
SLC44A4	2	1	0	0	0
SLC44A5	262	262	62	278	197
SLC45A1	1983	1692	1109	1815	1580
SLC45A3	127	605	4862	175	481
SLC45A4	1924	1688	361	2166	1638
SLC46A2	42	50	9	58	11
SLC47A2	15	23	35	16	9
SLC4A10	11650	7705	1934	11730	8964
SLC4A1	4	0	0	1	87
SLC4A2	1104	1469	6172	1172	1244
SLC4A3	7296	6374	1907	6958	6000
SLC4A4	7001	6243	3380	7817	7486
SLC4A8	5788	4876	5032	6230	5118
SLC4A9	0	1	44	2	3
SLC5A11	99	484	5983	155	379
SLC5A12	12	11	8	14	13
SLC5A5	87	14	4	327	2
SLC5A7	3	3	7	4	14
SLC5A8	2	1	2	2	2
SLC5A9	12	20	30	5	11
SLC6A12	453	616	1216	795	730
SLC6A13	646	244	116	852	329
SLC6A15	3910	2784	1773	4126	3234
SLC6A17	16673	23712	4338	19587	12601
SLC6A18	0	0	0	0	0
SLC6A20	403	175	61	723	74
SLC6A5	49	13	1	17	3
SLC6A7	3129	3339	430	2530	3295
SLC6A9	810	1069	4591	641	854
SLC7A10	673	1056	81	711	597
SLC7A14	7874	9989	5026	7859	6388
SLC7A4	871	337	342	871	661
SLC7A7	315	120	309	156	132
SLC7A9	0	6	7	1	3
SLC8A2	15278	12878	3923	11963	10793
SLC9A10	0	0	0	0	0
SLC9A1	3085	2855	1250	2993	2465
SLC9A2	296	100	23	296	159
SLC9A5	647	390	98	645	487
SLC9A6	10544	9230	4420	10598	10286
SLCO2A1	184	268	82	111	116
SLCO2B1	4373	3433	3180	3759	3460
SLCO3A1	1344	2160	10576	1563	2210
SLCO4C1	23	30	8	28	34
SLCO5A1	4	12	6	7	3
SLFN11	563	452	257	362	377
SLFN12	27	16	19	22	25
SLFN13	56	20	55	27	12
SLFNL1	9	6	9	3	3
SLIT2	1591	1243	352	1927	1059
SLIT3	2010	3916	1036	2133	1535
SLITRK1	4312	3402	4031	3701	4099
SLITRK4	1256	930	181	1195	1183
SLITRK5	3162	1447	928	2800	2626
SLPI	303	12	10	41	5
SMAD1	1667	1676	1195	1533	1556
SMAD5OS	2	4	6	0	1
SMAD5	1550	1532	2159	1498	1497
SMAD6	80	101	84	73	129
SMAD9	237	197	562	229	174
SMAGP	25	35	24	25	13
SMARCC1	1264	1573	3353	1330	1556
SMC4	307	435	799	425	315
SMCP	0	0	0	0	0
SMOC1	2355	1868	6132	2049	2060
SMOC2	308	207	154	209	159
SMOX	1960	2131	3975	1906	2192
SMO	275	293	509	340	263
SMPX	70	57	6	89	56
SMTNL1	10	8	10	20	11
SMYD1	137	203	78	68	110
SNAI2	151	80	61	103	116
SNAP25	189915	212818	23568	250441	189915
SNAP91	20027	18675	5357	20555	19120
SNAPC1	259	300	572	187	232
SNCAIP	146	208	275	266	209
SNCA	15070	16320	8943	14800	17613
SNCB	20890	18184	4697	20444	22167
SNCG	7083	5895	1258	6471	6009
SNHG12	196	214	400	213	276
SNHG1	543	756	1129	637	723
SNHG3	32	40	53	28	59
SNHG4	0	3	22	3	1
SNHG7	659	937	1018	498	688
SNORA53	3	0	2	1	0
SNORA7B	0	1	2	1	2
SNORD10	0	0	4	0	0
SNORD115-13	19	6	0	16	5
SNORD115-26	176	116	6	256	121
SNORD115-7	0	4	0	7	0
SNORD116-20	23	26	19	13	20
SNORD116-4	276	230	275	405	189
SNORD1C	0	1	10	4	3
SNORD22	0	0	0	0	0
SNPH	10286	6175	2139	9452	7689
SNRNP200	8423	7054	7807	9110	7095
SNRPE	887	921	962	695	913
SNRPF	679	805	942	703	897
SNRPG	500	732	1005	466	700
SNTB1	514	560	640	692	542
SNX10	6351	5862	1552	6771	5676
SNX20	19	13	27	11	15
SNX22	909	926	4724	1077	1410
SNX30	4039	2919	6600	3971	3466
SNX31	4	1	96	1	6
SNX32	1034	1009	387	1550	914
SNX33	443	507	298	473	466
SNX5	2570	2608	3823	2770	2870
SNX7	446	291	440	429	522
SOAT1	560	586	595	437	435
SOCS1	5	18	5	4	28
SOCS2	257	350	296	234	360
SOD2	8479	11542	5900	8209	8894
SOHLH1	328	557	168	477	399
SOHLH2	8	39	32	13	65
SORBS2	7265	5531	1809	6070	5426
SORBS3	2741	2554	3200	2710	2307
SORCS1	2462	2980	774	2667	1884
SORCS2	2745	2692	3786	2917	2241
SORD	716	370	960	763	466
SOSTDC1	638	118	152	423	711
SOX11	222	179	183	194	259
SOX12	1149	1130	2064	1153	1171
SOX13	742	695	1016	750	744
SOX15	320	233	200	326	340
SOX21	625	469	800	880	784
SOX2	3341	3063	4421	3274	3800
SOX3	30	11	105	26	17
SOX4	662	1083	438	822	831
SOX6	1250	997	601	1451	1264
SOX7	401	700	149	384	499
SOX8	2943	5236	22040	2809	4880
SOX9	4773	3678	4392	4562	4895
SP100	718	461	561	380	437
SP110	442	201	687	174	219
SP140L	95	86	82	67	76
SP140	26	26	64	34	29
SP5	17	8	4	13	14
SP6	13	22	24	8	11
SP7	16	18	79	16	22
SP9	48	54	27	60	39
SPACA4	0	0	0	0	0
SPAG17	8	4	1	7	1
SPAG1	242	175	147	217	203
SPAG4	25	24	13	28	16
SPAG8	47	43	152	56	90
SPARC	13939	13814	25603	17652	23347
SPATA12	0	1	1	0	0
SPATA17	17	4	4	11	6
SPATA22	1	30	27	5	3
SPATA24	40	54	93	50	41
SPATA5	101	122	394	145	170
SPATA6	179	184	442	156	117
SPATA9	8	12	24	8	5
SPATC1	2	3	1	1	0
SPC24	4	0	0	4	5
SPC25	16	5	13	14	6
SPDEF	64	58	12	36	33
SPDYA	14	5	22	6	14
SPEF2	690	342	196	837	605
SPEM1	0	0	0	0	0
SPERT	0	0	0	0	0
SPI1	674	624	771	402	670
SPINK6	0	0	0	0	0
SPINK8	0	0	0	0	1
SPINT2	4559	3941	1649	4277	4486
SPNS2	3206	4711	6635	3116	3456
SPNS3	30	23	38	37	42
SPN	50	100	148	61	113
SPOCD1	16	279	126	9	51
SPOCK1	14637	19684	32998	16111	16738
SPOCK3	3795	4439	22565	4606	5600
SPON1	2376	3585	4407	3499	3305
SPON2	215	95	32	182	154
SPP1	12504	19213	85491	4777	17177
SPRN	3261	2391	1590	3067	3036
SPRY1	404	300	156	313	430
SPRY4	580	1358	659	839	1162
SPRYD3	14945	14211	5445	13353	15543
SPR	291	278	324	359	303
SPSB2	145	121	433	113	187
SPSB4	53	82	35	70	54
SPTA1	0	0	0	0	0
SPTBN2	22299	26979	4467	20500	14872
SPTBN4	6451	6716	2166	7869	6775
SPTB	5044	4277	2195	5065	3685
SPTLC3	103	51	81	78	50
SQRDL	300	238	294	137	217
SRBD1	237	282	507	229	237
SRCIN1	7022	9509	20776	7669	7353
SRGAP1	670	787	994	597	631
SRGN	1965	2201	1053	1042	2094
SRI	7323	7654	6394	7042	8186
SRPX2	13	58	10	31	13
SRPX	182	304	1481	163	263
SRRM4	5396	3374	969	6120	3925
SRRM5	30	27	48	22	34
SRY	0	0	0	0	0
SSBP3	4629	4810	2402	4695	3778
SSPN	1440	1059	2168	1560	1404
SSR2	2515	2522	3190	2441	3265
SSR4	1830	1860	3004	1635	1866
SSTR1	3018	1229	565	2465	2906
SSTR2	2213	3499	1007	2817	1851
SSTR3	307	413	62	311	197
SSTR4	25	19	6	34	31
SSTR5	5	0	3	0	1
SST	3316	4901	2970	4124	4263
SSX2IP	6881	4206	1514	6632	6341
ST14	84	9	13	21	35
ST18	348	1773	9185	533	1596
ST6GALNAC2	41	18	57	25	30
ST6GALNAC5	2825	1627	214	2690	2136
ST7OT1	64	54	84	49	44
ST7OT2	0	0	0	0	1
ST7OT3	12	5	5	6	13
ST8SIA2	32	41	14	56	70
ST8SIA3	12651	9897	2736	13774	12378
STAB1	2044	1843	490	1165	1207
STAC2	2695	7874	1356	3844	2322
STAC3	42	95	106	28	25
STAC	55	51	15	31	31
STAG2	2864	3017	5932	3030	2999
STAP1	1	0	0	0	1
STAP2	33	35	12	41	20
STARD13	1567	2291	3317	1335	1687
STAR	400	271	76	426	291
STAT4	900	528	75	1045	782
STAU2	5848	4559	2389	5826	5108
STC2	63	103	268	39	27
STEAP1	27	37	5	42	61
STEAP2	3223	2028	518	3246	2960
STEAP3	177	178	478	140	130
STIL	122	122	100	113	88
STK10	511	897	763	425	642
STK17A	860	1245	528	936	1059
STK17B	627	323	146	366	322
STK31	12	27	61	27	20
STK32A	31	81	49	61	25
STK32C	5083	6012	2188	4418	4703
STK33	135	106	140	150	165
STK36	560	395	435	783	625
STK38	468	505	615	490	592
STMN1	35544	27083	38122	35544	40024
STMN2	26273	24257	6693	29660	28884
STMN4	9897	13153	13135	10704	16142
STOML1	4441	3145	2618	3931	4028
STOML3	0	0	0	0	0
STON1-GTF2A1L	0	10	0	1	0
STON1	74	262	149	77	55
STOX2	1074	676	677	1271	450
STRA8	0	0	4	0	0
STRC	323	203	135	381	214
STS	3754	2524	982	3581	2456
STX10	263	399	827	332	425
STX11	36	126	49	30	81
STX1A	13048	11043	2355	12668	12846
STX1B	18146	20027	5247	17142	16938
STXBP1	58376	56217	12181	59827	52012
STXBP2	271	295	331	173	251
STXBP4	68	64	204	75	77
STXBP5L	4539	3514	753	4887	4200
STXBP6	1456	1132	1350	1465	1010
STYK1	1248	545	175	1220	970
SUGT1L1	269	321	632	340	482
SULF1	787	917	704	745	541
SULF2	2998	3629	2216	3500	2380
SULT1A1	1283	1015	572	1270	1164
SULT1B1	0	0	0	3	0
SULT1C4	224	234	84	307	166
SULT4A1	14299	16290	4109	15045	16084
SUMF2	2870	2535	4849	3085	3211
SUN2	7572	15543	52554	7720	10228
SUSD2	62	83	177	51	33
SUV39H2	161	194	253	175	176
SV2A	27831	25072	9764	30601	25881
SV2B	20947	15741	5359	21539	17954
SV2C	150	1385	41	132	54
SVEP1	331	383	1844	360	468
SVOP	8971	6255	1796	8411	7705
SYCE1	1115	314	91	552	541
SYCE2	7	6	23	11	10
SYCP2L	20	12	40	16	17
SYCP2	59	64	71	87	64
SYDE1	233	374	409	274	224
SYK	613	400	659	551	475
SYN1	34081	34289	8716	34289	30889
SYN3	1029	750	242	1166	494
SYNC	300	404	266	352	396
SYNE2	1237	1041	801	1356	1207
SYNGAP1	10178	6351	1926	9852	7009
SYNGR1	27496	28172	8730	29916	22565
SYNGR3	8839	7848	2581	9493	8303
SYNGR4	18	55	23	11	8
SYNJ1	10915	11359	3556	11771	8791
SYNJ2	3726	6738	15712	4121	3546
SYNPO2L	14	6	27	6	5
SYNPO	25510	13856	3906	22167	19684
SYNPR	7630	6061	2462	7674	8107
SYP	52554	37880	11359	48628	49588
SYT10	136	23	2	46	42
SYT12	2566	5762	1080	2876	2593
SYT13	14995	8971	3292	15601	13577
SYT16	565	278	66	687	214
SYT1	93116	90375	14456	102941	79719
SYT3	1971	1500	571	1800	1685
SYT4	10630	8375	2784	10335	9677
SYT5	8649	8186	2589	8056	8101
SYT7	16544	17574	3549	16320	11771
SYT8	0	0	1	0	0
SYT9	667	682	2250	662	696
SYTL1	100	149	63	111	77
SYTL2	5859	6003	3321	5957	4891
SYTL3	61	93	71	35	56
SYTL4	349	192	622	194	403
SYTL5	864	744	177	945	713
TAAR5	0	0	0	0	0
TAC1	1347	2135	538	1614	1222
TAC3	1046	738	144	1005	1022
TAC4	0	0	2	0	0
TACC3	127	185	121	115	114
TACR2	97	85	24	83	63
TACR3	8	6	25	11	8
TAF4B	421	493	106	428	400
TAF7L	35	8	5	35	49
TAGAP	178	138	246	279	215
TAGLN2	1620	2736	2077	1539	2460
TAGLN3	15437	18936	5746	14970	18069
TAGLN	1199	1363	1541	1211	1969
TAL2	1	2	2	2	1
TANC1	748	1192	3063	897	892
TAP1	1180	1325	1398	722	902
TAPBPL	249	308	352	314	266
TAS1R1	4	4	4	3	5
TAS1R3	8	6	8	8	6
TAS2R10	2	2	2	2	0
TAS2R19	0	4	4	1	1
TAS2R1	0	11	1	0	1
TAS2R20	17	17	100	15	17
TAS2R31	3	2	12	5	5
TAS2R43	0	0	0	0	0
TAS2R5	12	15	17	10	13
TAT	2	1	8	3	0
TBC1D10C	16	9	30	21	30
TBC1D24	2803	2955	955	3026	1818
TBC1D26	32	12	22	25	47
TBC1D28	0	0	0	0	0
TBC1D8B	106	96	593	131	150
TBC1D9	6296	5301	1490	6509	5071
TBL1Y	0	0	0	0	0
TBR1	2581	1769	702	2981	2186
TBX15	50	22	27	35	22
TBX1	6	6	3	4	5
TBX21	0	4	0	1	5
TBX2	186	194	255	150	288
TBX4	0	0	0	0	0
TBX5	0	0	0	0	0
TBX6	26	13	191	18	33
TBXA2R	33	32	74	26	36
TBXAS1	768	350	796	358	559
TCEAL5	3638	2789	1561	3398	3759
TCEAL6	3451	2498	1287	3625	4290
TCEAL7	3854	3839	5485	4213	4808
TCEB3C	0	0	0	0	0
TCERG1L	478	755	50	423	355
TCF12	1769	2613	6160	1862	2221
TCF19	75	56	284	74	78
TCF3	784	1048	1675	905	925
TCF7L1	189	256	371	243	221
TCF7	54	79	137	40	71
TCIRG1	354	511	609	382	486
TCN2	844	796	694	635	642
TCP11L1	1608	1659	1024	1790	1151
TCTE3	58	68	189	74	66
TCTEX1D1	80	62	30	82	62
TCTN1	750	617	715	810	768
TDH	7	13	27	11	7
TDRD5	55	50	18	91	47
TDRD9	262	168	69	202	249
TEAD1	1877	1640	2093	2094	1665
TEAD2	143	150	56	95	63
TEAD3	109	237	90	79	93
TEAD4	23	436	25	41	55
TEC	10	5	2	6	6
TEF	10345	4791	3413	9476	7534
TEKT1	1	2	0	6	1
TEKT2	20	27	60	40	34
TEKT3	7	8	13	5	7
TEKT4	1	1	8	3	2
TEPP	2	3	0	2	3
TERT	0	0	0	0	0
TESC	866	813	301	660	683
TESK2	219	360	2136	331	446
TES	44	163	63	46	105
TET1	51	49	183	71	49
TEX19	0	0	0	0	0
TEX9	60	33	37	37	41
TFAP2A	4	29	31	2	8
TFAP2B	0	0	0	0	0
TFAP4	166	140	346	255	246
TFCP2L1	143	33	84	48	45
TFDP1	2025	1870	1838	1941	2008
TFEC	198	76	117	84	92
TFPI	64	123	48	75	69
TFR2	492	281	140	574	330
TF	6642	17613	189915	9044	16445
TGFA	907	964	5531	770	1070
TGFB1I1	80	143	94	100	106
TGFB1	956	1715	1413	1020	1364
TGFBI	256	728	223	139	368
TGFBR1	1433	2152	2346	1296	1519
TGIF1	172	463	302	209	280
TGIF2	155	134	219	163	183
TGM1	12	8	25	13	15
TGM4	0	0	0	0	0
TGM5	0	0	2	0	0
THBS3	308	220	355	372	289
THEM5	25	28	30	35	16
THEMIS	305	397	417	181	168
THG1L	88	127	181	64	90
THPO	134	211	35	103	137
THRB	6421	6516	1622	6738	5638
THRSP	0	0	7	0	0
THY1	33885	31507	11322	32998	36904
TH	20	35	71	8	22
TIAM2	3080	1415	427	2415	2076
TIFAB	0	0	2	0	0
TIGD1	209	226	347	283	362
TIGD4	25	37	40	25	45
TIGD5	298	326	381	300	329
TIGIT	4	8	2	2	6
TIMD4	3	4	2	0	1
TIMELESS	209	221	869	246	277
TIMM8B	723	815	833	713	817
TIMP3	7581	8683	4916	7797	5548
TIMP4	179	258	173	115	125
TINAG	2	0	0	4	1
TIPIN	114	153	202	100	171
TJP3	36	22	5	15	22
TK1	53	59	371	26	34
TKTL1	5	28	11	5	2
TLCD1	203	153	141	173	197
TLE3	1691	1851	875	1859	1628
TLE6	18	7	10	22	14
TLL2	394	254	798	378	363
TLN2	15045	16770	7822	14776	11164
TLR1	180	178	255	154	154
TLR2	865	215	287	175	315
TLR3	80	56	118	63	44
TLR4	1246	1277	723	1292	1325
TLR5	111	12	73	60	61
TLR6	37	26	49	36	31
TLR8	53	12	19	15	5
TLX1NB	0	0	0	0	0
TLX1	0	0	0	0	0
TM4SF18	87	269	132	92	92
TM4SF20	1	2	4	1	1
TM6SF2	8	5	5	9	7
TM7SF4	20	103	30	13	20
TMC1	15	5	1	9	5
TMC3	0	1	0	4	1
TMC5	43	41	42	53	27
TMC7	310	945	6029	521	804
TMCC2	3931	3416	10554	4144	4121
TMCO4	114	212	129	97	114
TMED1	615	689	1376	591	595
TMED6	5	4	3	2	5
TMEFF1	2869	2688	3711	3013	2843
TMEFF2	2360	3365	5692	2566	3773
TMEM100	620	172	144	225	180
TMEM102	37	77	235	29	54
TMEM106A	43	38	56	43	46
TMEM106C	1233	1309	621	1371	1217
TMEM125	192	836	6026	350	945
TMEM130	26469	16544	4717	24571	24257
TMEM132D	3065	2568	499	2776	2115
TMEM132E	845	786	1065	783	652
TMEM133	101	108	120	109	148
TMEM139	15	23	703	16	47
TMEM144	1681	6108	42480	2225	6401
TMEM146	0	0	0	0	0
TMEM149	104	113	296	48	107
